target_id,repo,kind,receiver_type,receiver_family,method,transform,applicable,applied,reverted,build_ok,reason,reason_token,n_files_changed,seam_member_signature
abp:0205,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
abp:0207,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
abp:0212,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
abp:0215,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
abp:0219,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
abp:0239,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
abp:0255,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
abp:0268,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
abp:0273,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
abp:0278,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
abp:0284,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
abp:0286,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
abp:0288,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
abp:0301,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
abp:0317,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
abp:0330,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
abp:0336,abp,NonVirtual,System.Net.Http.HttpClient,HttpClient/HttpMessageInvoker,GetAsync,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
abp:0344,abp,NonVirtual,System.Net.Http.HttpClient,HttpClient/HttpMessageInvoker,GetAsync,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
abp:0354,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
abp:0371,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
abp:0411,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
abp:0429,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogCritical,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
abp:0446,abp,Extension,System.IServiceProvider,IServiceProvider,CreateScope,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
abp:0447,abp,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
abp:0506,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
abp:0514,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
abp:0518,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
abp:0528,abp,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
abp:0578,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
abp:0584,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
aspnetcore:0020,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
aspnetcore:0084,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
aspnetcore:0092,aspnetcore,Extension,Microsoft.Extensions.Configuration.IConfigurationBuilder,IConfigurationBuilder,Add,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
aspnetcore:0154,aspnetcore,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
aspnetcore:0179,aspnetcore,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
aspnetcore:0181,aspnetcore,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
aspnetcore:0189,aspnetcore,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
aspnetcore:0194,aspnetcore,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogDebug,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
aspnetcore:0197,aspnetcore,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogTrace,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
aspnetcore:0211,aspnetcore,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
aspnetcore:0220,aspnetcore,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
aspnetcore:0230,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetService,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
aspnetcore:0231,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetService,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
aspnetcore:0308,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetService,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
aspnetcore:0316,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
aspnetcore:0334,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetService,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
aspnetcore:0356,aspnetcore,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogDebug,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
aspnetcore:0358,aspnetcore,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogDebug,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
aspnetcore:0409,aspnetcore,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
aspnetcore:0441,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
aspnetcore:0456,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
aspnetcore:0458,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
aspnetcore:0469,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
aspnetcore:0476,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
aspnetcore:0477,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
aspnetcore:0489,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
aspnetcore:0495,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
aspnetcore:0502,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
aspnetcore:0504,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
aspnetcore:0547,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
aspnetcore:0553,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
aspnetcore:0556,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
aspnetcore:0563,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
aspnetcore:0565,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetService,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
aspnetcore:0566,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
aspnetcore:0567,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
aspnetcore:0599,aspnetcore,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
aspnetcore:0669,aspnetcore,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogDebug,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
aspnetcore:0716,aspnetcore,NonVirtual,System.Net.Http.HttpClient,HttpClient/HttpMessageInvoker,GetStreamAsync,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
duplicati:0004,duplicati,NonVirtual,System.Net.Http.HttpClient,HttpClient/HttpMessageInvoker,SendAsync,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
duplicati:0006,duplicati,NonVirtual,Duplicati.Library.OAuthHttpClient,other:OAuthHttpClient,SendAsync,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
duplicati:0010,duplicati,NonVirtual,System.Net.Http.HttpClient,HttpClient/HttpMessageInvoker,GetAsync,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
duplicati:0013,duplicati,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
duplicati:0014,duplicati,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
duplicati:0017,duplicati,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
duplicati:0019,duplicati,NonVirtual,System.Net.Http.HttpClient,HttpClient/HttpMessageInvoker,SendAsync,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
duplicati:0020,duplicati,NonVirtual,System.Net.Http.HttpClient,HttpClient/HttpMessageInvoker,SendAsync,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
duplicati:0021,duplicati,NonVirtual,System.Net.Http.HttpClient,HttpClient/HttpMessageInvoker,SendAsync,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
eShop:0007,eShop,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
eShop:0009,eShop,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
eShop:0010,eShop,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
eShop:0016,eShop,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
eShop:0022,eShop,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
eShop:0024,eShop,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
eShop:0026,eShop,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogTrace,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
eShop:0027,eShop,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogTrace,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
eShop:0028,eShop,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogTrace,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
eShop:0029,eShop,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
eShop:0034,eShop,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
efcore:0007,efcore,Extension,System.IServiceProvider,IServiceProvider,GetService,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
garnet:0020,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0036,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogTrace,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0044,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0054,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0059,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogCritical,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0060,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0062,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0071,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0090,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0114,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0125,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogTrace,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0126,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0131,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0135,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0146,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogTrace,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0152,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0160,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0163,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0183,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0191,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0194,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0200,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0226,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0228,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0241,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0247,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0260,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0289,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0296,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0377,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0403,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0413,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0428,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0438,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0456,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0468,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0486,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0572,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0575,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0636,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0638,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0649,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
garnet:0652,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,wrapper_interface,False,False,False,,baseline_build_failed,baseline_build_failed,0,
jellyfin:0006,jellyfin,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
jellyfin:0008,jellyfin,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
jellyfin:0039,jellyfin,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
jellyfin:0061,jellyfin,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
jellyfin:0062,jellyfin,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
jellyfin:0080,jellyfin,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogDebug,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
jellyfin:0106,jellyfin,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
jellyfin:0113,jellyfin,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
jellyfin:0121,jellyfin,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogDebug,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
jellyfin:0153,jellyfin,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
jellyfin:0165,jellyfin,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
jellyfin:0173,jellyfin,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
jellyfin:0194,jellyfin,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
jellyfin:0243,jellyfin,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
jellyfin:0245,jellyfin,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
jellyfin:0247,jellyfin,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
jellyfin:0259,jellyfin,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
jellyfin:0264,jellyfin,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
jellyfin:0322,jellyfin,NonVirtual,System.Net.Http.HttpClient,HttpClient/HttpMessageInvoker,SendAsync,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
jellyfin:0331,jellyfin,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
jellyfin:0342,jellyfin,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
jellyfin:0347,jellyfin,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
jellyfin:0349,jellyfin,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
jellyfin:0363,jellyfin,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
jellyfin:0400,jellyfin,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,wrapper_interface,False,False,False,,site_not_found,site_not_found,0,
